STATEFP,PUMA5CE,PUMA NAME
36,03204,Nassau County (West Central)--North Hempstead Town (South)
36,03205,Nassau County (West Central)--Hempstead Town (Northwest)
36,03206,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor
36,03207,Nassau County (Central)--Hempstead Town (Northeast)
36,03208,Nassau County (Southeast)--Oyster Bay Town (South)
36,03209,Nassau County (Central)--Hempstead Town (East Central)
36,03210,Nassau County (South Central)--Hempstead Town (Southeast)
36,03211,Nassau County (West Central)--Hempstead Town (West Central)
36,03212,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City
36,03301,Suffolk County (Northwest)--Huntington Town (North)
36,03302,Suffolk County (Northwest)--Huntington Town (South)
36,03303,Suffolk County (Northwest)--Smithtown Town
36,03304,Suffolk County (North Central)--Brookhaven Town (North)
36,03305,Suffolk County (East)
36,03306,Suffolk County (South Central)--Brookhaven Town (South)
36,03307,Suffolk County (Central)--Brookhaven Town (Central)
36,03308,Suffolk County (Central)--Brookhaven Town (West Central)
36,03309,Suffolk County (Central)--Islip Town (East)
36,03310,Suffolk County (Central)--Islip Town (Northwest)
36,03311,Suffolk County (Southwest)--Islip Town (South)
36,03312,Suffolk County (Southwest)--Babylon Town (Southeast)
36,03313,Suffolk County (West Central)--Babylon Town (Northwest)
36,03701,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge"
36,03702,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn"
36,03703,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville"
36,03704,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia"
36,03705,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont"
36,03706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood"
36,03707,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope"
36,03708,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden"
36,03709,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester"
36,03710,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose"
36,03801,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill"
36,03802,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem"
36,03803,NYC-Manhattan Community District 10--Central Harlem
36,03804,NYC-Manhattan Community District 11--East Harlem
36,03805,NYC-Manhattan Community District 8--Upper East Side
36,03806,NYC-Manhattan Community District 7--Upper West Side & West Side
36,03807,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District"
36,03808,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town"
36,03809,NYC-Manhattan Community District 3--Chinatown & Lower East Side
36,03810,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho"
36,03901,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale"
36,03902,NYC-Staten Island Community District 2--New Springville & South Beach
36,03903,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor"
36,04001,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg
36,04002,NYC-Brooklyn Community District 4--Bushwick
36,04003,NYC-Brooklyn Community District 3--Bedford-Stuyvesant
36,04004,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene
36,04005,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook"
36,04006,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights
36,04007,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill
36,04008,NYC-Brooklyn Community District 5--East New York & Starrett City
36,04009,NYC-Brooklyn Community District 18--Canarsie & Flatlands
36,04010,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby"
36,04011,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate"
36,04012,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace
36,04013,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights
36,04014,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway"
36,04015,NYC-Brooklyn Community District 14--Flatbush & Midwood
36,04016,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest"
36,04017,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach
36,04018,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island
36,04101,NYC-Queens Community District 1--Astoria & Long Island City
36,04102,NYC-Queens Community District 3--Jackson Heights & North Corona
36,04103,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone"
36,04104,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck"
36,04105,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale"
36,04106,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest"
36,04107,NYC-Queens Community District 4--Elmhurst & South Corona
36,04108,NYC-Queens Community District 6--Forest Hills & Rego Park
36,04109,NYC-Queens Community District 2--Sunnyside & Woodside
36,04110,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village"
36,04111,NYC-Queens Community District 9--Richmond Hill & Woodhaven
36,04112,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans"
36,04113,NYC-Queens Community District 10--Howard Beach & Ozone Park
36,04114,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel"
37,00100,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties"
37,00200,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties"
37,00300,Rockingham & Stokes Counties
37,00400,"Granville, Person & Caswell Counties"
37,00500,"Franklin, Vance & Warren (West) Counties"
37,00600,"Halifax, Hertford, Northampton & Warren (East) Counties"
37,00700,Northeast Albemarle Sound Region
37,00800,South & West Albemarle Sound & Northern Outer Banks Regions
37,00900,Nash & Edgecombe Counties--Rocky Mount City
37,01000,Wilson & Greene Counties--Wilson City
37,01100,Johnston County
37,01201,Raleigh City (South & Central)
37,01202,Raleigh City (North)
37,01203,"Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns"
37,01204,"Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns"
37,01205,Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns
37,01206,Wake County (Northwest)--Raleigh City (Northwest) & Morrisville Town
37,01207,Wake County (West Central)--Cary Town
37,01208,Wake County (Southwest)--Apex & Holly Springs Towns
37,01301,Durham County (South)--Durham City (South)
37,01302,Durham County (North)--Durham City (North)
37,01400,Orange County--Chapel Hill Town
37,01500,Chatham & Lee Counties
37,01600,Alamance County--Burlington City
37,01701,Greensboro City (North)
37,01702,Greensboro City (South)
37,01703,Guilford County (North)--Summerfield Town
37,01704,Guilford County (South)--High Point City
37,01801,Winston-Salem City (North)
37,01802,Winston-Salem City (South)
37,01803,Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village
37,01900,"Davie, Yadkin & Iredell (North) Counties"
37,02000,Caldwell & Alexander Counties
37,02100,Burke & McDowell Counties
37,02201,Buncombe County (Southeast)--Asheville City
37,02202,Buncombe County (Northwest)
37,02300,"Haywood, Madison, Swain, Graham & Jackson (North) Counties"
37,02400,"Jackson (South), Macon, Cherokee & Clay Counties"
37,02500,Henderson & Transylvania Counties
37,02600,"Rutherford, Cleveland (West) & Polk Counties--Shelby City"
37,02700,Lincoln & Cleveland (East) Counties
37,02800,Catawba County--Hickory City
37,02900,Iredell (South)--Mooresville Town & Statesville City
37,03001,Gaston County (Northwest)--Mount Holly City
37,03002,Gaston County (Southeast)--Gastonia & Belmont Cities
37,03101,Charlotte City (Central)
37,03102,Charlotte City (Northwest)
37,03103,Charlotte City (Northeast)
37,03104,Charlotte City (South)
37,03105,Charlotte City (Southwest)
37,03106,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns"
37,03107,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns
37,03108,Mecklenburg County (South)--Matthews Town (South)
37,03200,"Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town"
37,03300,Stanley & Cabarrus (East) Counties
37,03400,Rowan County
37,03500,Davidson County
37,03600,Randolph County
37,03700,Moore & Montgomery Counties
37,03800,Harnett County
37,03900,Sampson & Duplin Counties
37,04000,Wayne County
37,04100,"Lenoir, Onslow (North) & Jones Counties"
37,04200,Pitt County--Greenville City
37,04300,Craven County
37,04400,"Carteret, Beaufort & Pamlico Counties"
37,04500,Onslow County (South)--Jacksonville City
37,04600,Pender & New Hanover (North) Counties
37,04700,New Hanover County (South)--Wilmington City
37,04800,Brunswick County
37,04900,"Columbus, Bladen & Robeson (East) Counties"
37,05001,Cumberland County (Central)--Fayetteville City (Central & East)
37,05002,Cumberland County (East)--Hope Mills & Spring Lake Towns
37,05003,Cumberland County (West)--Fayetteville City (West)
37,05100,Robeson County (West)--Lumberton City
37,05200,"Hoke, Richmond & Scotland Counties"
37,05300,Union (East) & Anson Counties--Monroe City
37,05400,Union County (West)--Indian Trail & Stallings Towns
38,00100,West North Dakota--Minot City
38,00200,East Central North Dakota--Jamestown City
38,00300,South Central North Dakota--Bismarck City
38,00400,Northeast North Dakota--Grand Forks City
38,00500,Cass County--Fargo City
39,00100,"Defiance, Williams, Henry & Paulding Counties"
39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City"
39,00300,"Lucas (West) & Wood (North Central) Counties--Perrysburg, Sylvania & Maumee Cities"
39,00400,Toledo City (West)
39,00500,Toledo City (East)
39,00600,"Ottawa, Wood (Northeast) & Lucas (East) Counties--Oregon City"
39,00700,Erie & Sandusky Counties
39,00801,Lorain County (North)--Elyria & Lorain Cities
39,00802,"Lorain County (South)--Avon, Avon Lake & North Ridgeville Cities"
39,00901,"Cuyahoga County--Olmsted Township, Bay Village, North Olmsted & Westlake Cities"
39,00902,"Cuyahoga County (West)--Berea, Brook Park, Lakewood & Rocky River Cities"
39,00903,"Cuyahoga County (South)--Broadview Heights, North Royalton & Strongsville Cities"
39,00904,"Cuyahoga County (South Central)--Brooklyn, Parma, Parma Heights & Seven Hills Cities"
39,00905,Cleveland City (West)
39,00906,Cleveland City (Central)
39,00907,"Cuyahoga County (Southeast)--Bedford, Garfield Heights & Maple Heights Cities"
39,00908,Cleveland City (East) & Bratenahl Village
39,00909,"Cuyahoga County (Northeast)--Euclid, Cleveland Heights & South Euclid Cities"
39,00910,"Cuyahoga County (East)--Lyndhurst, Mayfield Heights, Shaker Heights & Solon Cities"
39,01000,"Lake County (West)--Eastlake, Wickliffe, Willoughby & Willowick Cities"
39,01100,"Lake County (East)--Mentor, Painesville Cities & Madison Village"
39,01200,Geauga & Lake (South) Counties
39,01300,Ashtabula County
39,01400,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties
39,01500,"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown"
39,01600,Trumbull County (South Central)--Warren & Niles Cities
39,01700,Portage County
39,01801,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities"
39,01802,"Summit County (East Central)--Cuyahoga Falls (Southeast), Stow & Tallmadge Cities"
39,01803,Summit County (Central)--Akron City (East)
39,01804,Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities
39,01805,"Summit County (South)--Barberton, Green & New Franklin Cities"
39,01900,Medina County
39,02000,Wayne County
39,02100,Huron & Ashland Counties
39,02200,Richland County
39,02300,"Seneca, Crawford & Wyandot Counties"
39,02400,Hancock & Putnam Counties
39,02500,Allen County
39,02600,"Auglaize, Mercer & Van Wert Counties"
39,02700,"Logan, Champaign & Hardin Counties"
39,02800,"Marion, Knox & Morrow Counties"
39,02900,"Holmes, Guernsey & Coshocton Counties"
39,03000,Tuscarawas & Harrison Counties
39,03100,Stark County (West)--Massillon City
39,03200,Stark County (Central)--Canton & North Canton Cities
39,03300,Stark County (East) & Carroll County--Alliance City
39,03400,Columbiana County
39,03500,Belmont & Jefferson Counties
39,03600,"Washington, Morgan, Noble & Monroe Counties"
39,03700,Muskingum & Perry Counties
39,03800,Licking County
39,03900,Fairfield County
39,04000,Delaware County
39,04101,"Columbus (Far Northeast), Gahanna & New Albany Cities"
39,04102,"Columbus (North), Westerville & Worthington Cities"
39,04103,"Columbus (Far Northwest), Dublin & Hilliard (North) Cities"
39,04104,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities"
39,04105,Columbus City (Central)
39,04106,Columbus City (Northeast)
39,04107,"Columbus (East), Whitehall & Bexley Cities"
39,04108,Columbus (Southeast) & Reynoldsburg Cities
39,04109,"Franklin County (South)--Columbus (South), Grove Cities & Groveport Village"
39,04110,Columbus City (West)
39,04111,Columbus (Far West) & Hilliard (South) Cities
39,04200,"Pickaway, Union & Madison Counties"
39,04300,Clark County
39,04400,Miami County
39,04500,"Darke, Shelby & Preble Counties"
39,04601,Montgomery County (West)--Miamisburg & West Carrollton Cities
39,04602,"Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities"
39,04603,Montgomery County (East Central)--Dayton & Riverside Cities
39,04604,Montgomery County (Southeast)--Kettering & Centerville Cities
39,04700,Greene County
39,04800,Ross & Fayette Counties
39,04900,"Jackson, Hocking, Pike & Vinton Counties"
39,05000,"Athens, Gallia & Meigs Counties"
39,05100,Scioto & Lawrence Counties
39,05200,"Highland, Clinton & Adams Counties"
39,05301,Warren County (East)--Lebanon & Springboro (East) Cities
39,05302,"Warren County (West)--Mason, Franklin & Springboro (West) Cities"
39,05401,Butler County (Southeast)--Monroe City & Beckett Ridge
39,05402,Butler County (South Central)--Hamilton & Fairfield Cities
39,05403,"Butler County (North & West)--Middletown, Oxford & Trenton Cities"
39,05501,Hamilton County (West)--Mack & Dent
39,05502,"Hamilton County (Central)--Forest Park City, White Oak, Bridgetown & Finneytown"
39,05503,Cincinnati City (West)
39,05504,Cincinnati City (Central)
39,05505,Cincinnati (East) & Norwood Cities
39,05506,"Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities"
39,05507,"Hamilton County (East)--Loveland, Montgomery Cities & Forestville"
39,05600,Clermont County (West)
39,05700,Clermont (East) & Brown Counties
40,00100,Northeast Oklahoma
40,00200,"Cherokee, Sequoyah & Adair Counties"
40,00300,Southeast Oklahoma
40,00400,Southwest Oklahoma
40,00500,Panhandle & Northwest Oklahoma
40,00601,Comanche County (Central)--Lawton City
40,00602,"Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties"
40,00701,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties"
40,00702,"Bryan, Pontotoc (East), Marshall, Atoka, Johnston & Coal Counties--Ada City"
40,00800,Canadian County--Oklahoma City (West)
40,00900,"Cleveland County--Norman, Oklahoma City (South) & Moore Cities"
40,01001,Oklahoma County (Southwest)--Oklahoma City (West Central)
40,01002,Oklahoma County (Northwest)--Oklahoma City (Northwest Central) & Bethany Cities
40,01003,Oklahoma County (Northeast)--Edmond & Oklahoma City (North Central) Cities
40,01004,"Oklahoma County (East)--Midwest, Del & Oklahoma City (Northeast) Cities"
40,01005,Oklahoma County (Southeast)--Oklahoma City (East Central)
40,01006,Oklahoma County (Central)--Oklahoma City (Central)
40,01101,"Grady, McClain & Pottawatomie (South) Counties"
40,01102,"Pottawatomie (North), Logan & Lincoln Counties--Shawnee City"
40,01201,Tulsa County (Central)--Tulsa City (Central)
40,01202,Tulsa County (Southeast)--Tulsa (Southeast) & Broken Arrow (West) Cities
40,01203,Tulsa County (North)--Tulsa (North) & Owasso Cities
40,01204,"Tulsa (West), Creek (Northeast) & Osage (Southeast) Counties--Tulsa City (West)"
40,01301,Rogers (Central) & Wagoner (West) Counties--Claremore City
40,01302,"Muskogee, Okmulgee, Wagoner (East) & McIntosh Counties"
40,01400,"Garfield, Kay & Noble Counties--Enid City"
40,01501,"Payne, Seminole, Creek (Southwest), Hughes & Okfuskee Counties--Stillwater City"
40,01601,"Washington, Osage (North & West), Pawnee & Creek (Northwest) Counties"
41,00100,"Umatilla, Union, Baker & Wallowa Counties"
41,00200,North Central Oregon--The Dalles City
41,00300,"Klamath, Malheur, Lake & Harney Counties"
41,00400,Deschutes County
41,00500,"Columbia, Lincoln, Clatsop & Tillamook Counties"
41,00600,Linn & Benton Counties
41,00703,Lane County (West Central)--Eugene City (West & South)
41,00704,Lane County (East Central)--Eugene (Northeast) & Springfield Cities
41,00705,Lane County (Outside Eugene & Springfield Cities)
41,00800,"Josephine, Coos & Curry Counties"
41,00901,Jackson County (Central)--Medford & Central Point Cities
41,00902,Jackson County (Outside Medford & Central Point Cities)--Ashland City
41,01000,Douglas County
41,01103,"Marion County (West Central)--Salem (North), Keizer Cities & Hayesville"
41,01104,Marion County (West Central)--Salem City (South) & Four Corners
41,01105,Marion County (Outside Salem & Keizer Cities)--Woodburn & Silverton Cities
41,01200,Yamhill & Polk Counties
41,01301,Portland City (North & Northeast)
41,01302,Portland City (East)
41,01303,Portland City (Southeast)
41,01305,Portland City (Central East)
41,01314,Portland City (Northwest & Southwest)
41,01316,Multnomah County (East)--Gresham & Troutdale Cities
41,01317,Clackamas County (South & East)--Damascus City
41,01318,"Clackamas County (Northwest)--Oregon City, Milwaukie & Happy Valley Cities"
41,01319,"Clackamas County (Northwest)--Lake Oswego, West Linn, Wilsonville & Canby Cities"
41,01320,"Washington County (Southeast)--Tigard, Tualatin & Sherwood Cities"
41,01321,"Washington County (West)--Forest Grove, Cornelius Cities, Bethany & Oak Hills"
41,01322,Washington County (Central)--Hillsboro City
41,01323,Washington County (Central)--Beaverton City (West) & Aloha
41,01324,Washington County (Northeast)--Beaverton City (East & Central) & Cedar Mill
42,00101,"Erie City, Lawrence Park Township & Wesleyville Borough"
42,00102,Erie County (Outer)
42,00200,Crawford & Warren Counties
42,00300,"Clearfield, McKean, Elk, Potter & Cameron Counties"
42,00400,"Bradford, Tioga & Sullivan Counties"
42,00500,"Pike, Wayne & Susquehanna Counties"
42,00600,Monroe County
42,00701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs"
42,00702,Lackawanna (Outside Greater Scranton City) & Wyoming Counties
42,00801,Luzerne County (East)--Kingston Borough
42,00802,Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities
42,00803,Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough
42,00900,Lycoming & Clinton Counties
42,01000,Northumberland & Montour Counties
42,01100,"Mifflin, Union, Snyder & Juniata Counties"
42,01200,Centre County
42,01300,"Venango, Jefferson, Clarion & Forest Counties"
42,01400,Mercer County
42,01501,Lawrence & Beaver (North) Counties--New Castle City
42,01502,Beaver County (South)
42,01600,Butler County
42,01701,Pittsburgh City (North)
42,01702,Pittsburgh City (South)
42,01801,Allegheny County (West)
42,01802,Allegheny County (North)--Franklin Park Borough & Allison Park
42,01803,Allegheny County (North Central)
42,01804,"Allegheny County (East)--Monroeville Municipality, Plum & Wilkinsburg Boroughs"
42,01805,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough"
42,01806,Allegheny County (South Central)--Baldwin & Whitehall Boroughs
42,01807,Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough
42,01900,Indiana & Armstrong Counties
42,02001,Westmoreland County (Northwest)--Murrysville Municipality & New Kensington City
42,02002,Westmoreland County (Southwest)--Greensburg City
42,02003,Westmoreland County (East)
42,02100,Cambria County
42,02200,Blair & Huntingdon Counties--Altoona City
42,02301,Cumberland (West) & Perry Counties--Carlisle Borough
42,02302,Cumberland County (East)
42,02401,Dauphin County (Central)--Harrisburg City & Colonial Park
42,02402,Dauphin County (Outer)--Hershey
42,02500,Lebanon County
42,02600,Schuylkill County
42,02701,Berks County (Northwest)--Wyomissing Borough
42,02702,Berks County (Southwest)--Reading City
42,02703,Berks County (East)
42,02801,Carbon & Lehigh (North) Counties
42,02802,Lehigh County (South--Outside Allentown & Bethlehem Cities)--Emmaus Borough
42,02803,Allentown City
42,02901,Northampton (South) & Lehigh (East) Counties--Bethlehem (East) & Easton Cities
42,02902,Northampton County (North)
42,03001,Bucks County (North)
42,03002,Bucks County (Central)
42,03003,Bucks County (Southeast)--Levittown
42,03004,Bucks County (Southwest)
42,03101,Montgomery County (Northwest)--Pottstown Borough
42,03102,Montgomery County (Northeast)--Lansdale Borough
42,03103,Montgomery County (Southwest)--King of Prussia & Ardmore (East)
42,03104,Montgomery County (Central)--Norristown Borough
42,03105,"Montgomery County (Southeast)--Willow Grove, Horsham & Montgomeryville"
42,03106,Montgomery County (South Central)
42,03201,Philadelphia City (Far Northeast)
42,03202,Philadelphia City (Near Northeast-West)
42,03203,Philadelphia City (Near Northeast-East)
42,03204,Philadelphia City (North)
42,03205,Philadelphia City (East)
42,03206,Philadelphia City (Northwest)
42,03207,Philadelphia City (Central)
42,03208,Philadelphia City (West)
42,03209,Philadelphia City (Center City)
42,03210,Philadelphia City (Southwest)
42,03211,Philadelphia City (Southeast)
42,03301,Delaware County (North)--Broomall & Ardmore (West)
42,03302,"Delaware County (East)--Yeadon, Darby, Lansdowne Boroughs & Drexel Hill"
42,03303,Delaware County (Southeast)--Chester City
42,03304,Delaware County (West)
42,03401,Chester County (North)--Phoenixville Borough
42,03402,Chester County (East Central)--West Chester Borough
42,03403,Chester County (West Central)--Coatesville City
42,03404,Chester County (South)
42,03501,"Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships"
42,03502,Lancaster County (Northwest)--Elizabethtown Borough
42,03503,Lancaster County (East)--Ephrata Borough
42,03504,Lancaster County (Southwest)--Columbia Borough
42,03601,York County (Central)--York City & Shiloh
42,03602,York County (North)--Weigelstown
42,03603,York County (South)
42,03701,Adams & Franklin (Southeast) Counties
42,03702,Franklin County (Outside Washington Township & Waynesboro Borough)
42,03800,"Somerset, Bedford & Fulton Counties"
42,03900,Fayette County
42,04001,Washington County (North)--Washington City
42,04002,Washington (South) & Greene Counties
44,00101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City
44,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities
44,00103,Providence City
44,00104,Providence County (Southeast)--Cranston & East Providence Cities
44,00201,Central Rhode Island--Kent County--Warwick City
44,00300,Southeast Rhode Island--Newport & Bristol Counties--Newport City
44,00400,South Rhode Island--Washington County
45,00101,Pickens & Oconee Counties--Easley & Clemson Cities
45,00102,Greenville County (North)--Greer City (North & West) & Taylors (Central & East)
45,00103,Greenville County (North Central & Outside Greenville City)--Wade Hampton & Berea
45,00104,Greenville County (Central)--Greenville & Mauldin Cities
45,00105,"Greenville (South) & Laurens Counties--Simpsonville, Laurens & Clinton Cities"
45,00200,Anderson County--Anderson City
45,00301,Spartanburg County (Central)--Spartanburg City
45,00302,Spartanburg County (Outside Spartanburg City)--Greer City (East)
45,00400,"Cherokee, Newberry, Chester & Union Counties"
45,00501,York County (West & Outside Rock Hill City)
45,00502,York County (East)--Rock Hill City & Fort Mill Town
45,00601,Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank
45,00602,"Lexington County (North & East)--West Columbia, Cayce Cities, Irmo Town & Seven Oaks"
45,00603,Richland (North) & Fairfield Counties--Forest Acres City & Dentsville
45,00604,Richland County (Central)--Columbia City
45,00605,"Kershaw, Richland (South) & Calhoun Counties"
45,00700,"Lancaster, Chesterfield & Marlboro Counties"
45,00800,"Sumter, Clarendon, Williamsburg & Lee Counties--Sumter City"
45,00900,Florence & Darlington Counties--Florence City
45,01000,"Georgetown, Marion & Dillon Counties"
45,01101,Horry County (West & North)--Conway City & Red Hill
45,01102,"Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East)"
45,01201,Dorchester (North & West) & Berkeley (Southwest) Counties--Summerville Town & Ladson
45,01202,Charleston (South & West) & Berkeley (South) Counties--Charleston City
45,01203,Charleston (Northeast) & Berkeley (North & East) Counties--Mount Pleasant Town
45,01204,"Charleston, Berkeley & Dorchester Counties--North Charleston City"
45,01300,"Orangeburg, Colleton, Barnwell, Hampton, Bamberg & Allendale Counties"
45,01400,"Beaufort & Jasper Counties--Hilton Head Island, Bluffton Towns & Beaufort City"
45,01500,Aiken & Edgefield Counties--Aiken & North Augusta Cities
45,01600,"Greenwood, Abbeville & McCormick Counties"
46,00100,West South Dakota--Rapid City
46,00200,Lakota Region
46,00300,Northeast South Dakota
46,00400,Jackrabbit Region
46,00500,Southeast South Dakota (Outside Sioux Falls City)
46,00600,Sioux Falls City
47,00100,"Northwest Tennessee--Gibson, Dyer, Obion, Crockett & Lake Counties"
47,00200,"Land Between the Lakes--Weakley, Henry, Carroll, Humphreys, Benton & Houston Counties"
47,00300,Montgomery & Stewart Counties--Clarksville City
47,00400,"Robertson, Dickson, Cheatham & Hickman Counties"
47,00500,Sumner County--Hendersonville City
47,00600,"Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties"
47,00700,"Putnam, Overton, Jackson, Clay & Pickett Counties"
47,00800,"Cumberland, White, Fentress & Van Buren Counties"
47,00900,"Campbell, Claiborne, Scott, Morgan & Hancock Counties"
47,01000,Hawkins & Sullivan (Northwest) Counties--Kingsport City
47,01100,Sullivan County (Southeast)--Bristol City
47,01200,"Greene, Carter, Unicoi & Johnson Counties"
47,01300,Washington County--Johnson City
47,01400,"Hamblen, Cocke & Grainger Counties"
47,01500,Sevier & Jefferson Counties
47,01601,"Anderson, Union & Knox (North) Counties--Oak Ridge (East) & Clinton Cities"
47,01602,Knox County (East)
47,01603,Knoxville City
47,01604,Knox County (West)--Farragut Town
47,01700,Blount County
47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West)"
47,01900,"Bradley, McMinn & Polk Counties--Cleveland City"
47,02001,Chattanooga City (South & Central)
47,02002,Hamilton County (South)--Chattanooga (North) & Red Bank Cities
47,02003,Hamilton County (North)--Soddy-Daisy City
47,02100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties"
47,02200,"Coffee, Franklin, Lincoln & Moore Counties"
47,02300,Wilson County--Lebanon & Mount Juliet Cities
47,02401,Rutherford County (North)--Smyrna Town & La Vergne City
47,02402,Rutherford County (South)--Murfreesboro City
47,02501,Nashville-Davidson (East)
47,02502,Nashville-Davidson (North)
47,02503,Nashville-Davidson (Central)
47,02504,Nashville-Davidson (Southeast)
47,02505,Nashville-Davidson (Southwest)
47,02600,Williamson County--Franklin & Brentwood Cities
47,02700,"Maury, Bedford & Marshall Counties"
47,02800,"Lawrence, Giles, Wayne, Lewis & Perry Counties"
47,02900,"Henderson, Hardeman, McNairy, Hardin, Haywood & Decatur Counties"
47,03000,Madison & Chester Counties--Jackson City
47,03100,"Tipton, Fayette & Lauderdale Counties"
47,03201,Memphis City (Central Riverside)
47,03202,Memphis City (Central Midtown)
47,03203,Memphis (North) & Bartlett (Southwest) Cities
47,03204,Shelby County (North)--Bartlett (North & East) & Millington Cities
47,03205,"Memphis (East), Lakeland Cities & Arlington Town (South)"
47,03206,Shelby County (Southeast)--Collierville Town & Germantown City
47,03207,Memphis City (Southeast)
47,03208,Memphis City (Southwest)
48,00100,Panhandle Regional Planning Commission (Outside Potter & Randall Counties)
48,00200,Panhandle Regional Planning Commission--Potter County--Amarillo City (North)
48,00300,Panhandle Regional Planning Commission--Randall County--Amarillo City (South)
48,00400,South Plains Association of Governments (Outside Lubbock County)
48,00501,South Plains Association of Governments--Lubbock County--Lubbock City (Central)
48,00502,South Plains Association of Governments--Lubbock County--Lubbock City (Outer)
48,00600,North Texas Regional Planning Commission (Outside Wichita County) & Wise County
48,00700,North Texas Regional Planning Commission--Wichita County--Wichita Falls City
48,00800,"Texoma COG--Grayson, Cooke & Fannin Counties"
48,00900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities"
48,01000,Ark-Tex COG (West)
